,id,isomer,conf_id,idock_score,rf_score
4264,9464,15,2,-8.37,7.43
4265,2135,14,1,-8.15,7.49
4266,14488,15,2,-8.45,7.48
4267,15085,14,1,-8.48,7.44
4268,8497,14,1,-7.72,7.61
4269,5421,14,3,-8.5,7.75
4270,2340,15,3,-8.44,7.37
4271,11738,15,1,-9.09,8.1
4272,16476,15,2,-9.83,7.64
4273,16029,14,3,-8.3,7.36
4274,11836,15,1,-9.01,7.51
4275,7396,15,1,-8.62,7.62
4276,13771,14,1,-8.26,7.3
4277,13600,15,2,-8.6,7.64
4278,11677,14,3,-8.01,7.32
4279,16266,15,1,-8.52,7.75
4280,9330,15,2,-8.23,7.6
4281,13468,15,3,-8.16,7.56
4282,15797,14,2,-8.19,7.37
4283,11941,14,3,-8.78,7.75
4284,2937,14,3,-9.02,7.44
4285,15535,14,2,-8.68,7.35
4286,4384,15,1,-9.27,7.43
4287,4401,14,1,-8.32,7.5
4288,13115,14,1,-8.38,7.53
4289,13250,15,3,-8.94,7.93
4290,7369,14,2,-8.91,7.65
4291,1761,14,3,-9.42,7.51
4292,13769,14,1,-9.12,7.47
4293,1163,14,1,-9.1,7.53
4294,11549,14,2,-8.36,7.6
4295,9001,14,1,-8.11,7.24
4296,572,15,3,-9.31,7.56
4297,1693,14,3,-8.54,7.52
4298,16929,14,1,-9.01,7.37
4299,3838,15,3,-8.38,7.68
4300,12784,15,1,-9.32,7.43
4301,6450,15,3,-9.12,7.58
4302,11329,14,2,-9.26,7.58
4303,17458,15,2,-8.99,7.63
4304,17282,15,1,-8.19,7.92
4305,9587,14,2,-8.68,7.53
4306,13729,14,2,-8.3,7.73
4307,16447,14,2,-8.18,7.39
4308,17380,15,3,-8.81,7.33
4309,8130,15,3,-9.07,7.66
4310,2514,15,1,-8.09,7.5
4311,16324,15,1,-7.88,7.38
4312,4768,15,2,-8.82,7.58
4313,12854,15,2,-9.02,7.83
4314,2536,15,1,-8.68,7.44
4315,1106,15,3,-9.32,7.96
4316,16103,14,3,-9.21,8.0
4317,11677,14,2,-8.16,7.36
4318,5221,14,1,-9.19,7.46
4319,4556,15,1,-8.49,7.43
4320,18049,14,3,-7.7,7.85
4321,1223,14,1,-9.6,7.36
4322,4401,14,3,-8.26,7.47
4323,12834,15,1,-8.39,7.81
4324,18638,15,2,-8.72,7.33
4325,12152,15,3,-9.13,7.45
4326,7002,15,1,-8.32,7.6
4327,1241,14,3,-8.9,7.49
4328,2279,14,3,-7.43,7.55
4329,7539,14,3,-8.09,7.64
4330,2274,15,2,-8.78,7.55
4331,11475,14,1,-8.92,7.46
4332,18507,14,1,-7.52,7.33
4333,12048,15,2,-8.1,7.69
4334,7738,15,2,-8.97,7.59
4335,15280,15,1,-8.59,7.45
4336,2373,14,3,-8.32,7.4
4337,9531,14,1,-9.12,7.73
4338,7494,15,2,-9.22,7.71
4339,15940,15,2,-8.38,7.26
4340,13331,14,3,-8.34,7.81
4341,15585,14,3,-8.76,7.42
4342,798,15,2,-8.71,7.9
4343,12388,15,2,-8.2,7.75
4344,12482,15,2,-8.3,7.48
4345,1211,14,3,-9.24,7.53
4346,16069,14,1,-9.71,7.37
4347,5617,14,3,-8.38,7.53
4348,3620,15,2,-8.15,7.14
4349,17221,14,2,-9.47,7.73
4350,4748,15,2,-8.42,7.56
4351,15693,14,2,-8.14,7.66
4352,14293,14,3,-8.4,7.55
4353,15118,15,1,-8.42,7.53
4354,16103,14,1,-9.29,8.11
4355,18680,15,2,-8.61,7.43
4356,1886,15,3,-8.38,7.44
4357,366,15,2,-8.06,7.67
4358,18760,15,3,-8.21,7.69
4359,552,15,2,-8.1,7.28
4360,14138,15,2,-9.28,7.44
4361,547,14,2,-8.84,7.78
4362,7669,14,2,-8.73,7.28
4363,14147,14,2,-8.9,7.25
4364,15449,14,3,-9.31,7.5
4365,14417,14,1,-9.35,7.58
4366,6937,14,3,-9.0,7.83
4367,17418,15,1,-8.12,7.49
4368,9033,14,1,-8.75,7.5
4369,18427,14,3,-8.14,7.38
4370,10091,14,1,-8.77,7.65
4371,14818,15,1,-7.22,7.75
4372,9236,15,2,-9.68,7.49
4373,8145,14,1,-8.26,7.61
4374,13098,15,3,-7.96,7.43
4375,6344,15,3,-8.7,7.83
4376,13047,14,3,-8.25,7.33
4377,2417,14,1,-8.69,7.62
4378,6778,15,3,-8.33,7.29
4379,38,15,1,-8.39,7.64
4380,17862,15,3,-8.97,7.37
4381,12568,15,3,-8.55,7.45
4382,15907,14,1,-9.23,7.39
4383,1019,14,3,-8.93,7.45
4384,718,15,3,-8.4,7.75
4385,14507,14,2,-9.0,7.45
4386,1106,15,1,-8.89,7.84
4387,13097,14,1,-8.24,7.25
4388,12213,14,1,-8.19,7.52
4389,12330,15,1,-7.71,7.48
4390,6543,14,3,-8.97,7.4
4391,18652,15,2,-8.14,7.52
4392,14163,14,2,-8.48,7.5
4393,18093,14,2,-8.38,7.42
4394,18809,14,1,-8.09,7.66
4395,6792,15,1,-8.84,7.47
4396,7560,15,2,-8.67,7.25
4397,17073,14,2,-8.59,7.68
4398,18448,15,2,-8.35,7.39
4399,8376,15,3,-8.4,8.04
4400,18698,15,3,-8.61,7.53
4401,17089,14,2,-7.65,7.26
4402,6777,14,3,-8.26,7.48
4403,17966,15,1,-7.96,7.27
4404,11350,15,3,-7.99,7.39
4405,10170,15,2,-8.91,7.51
4406,6566,15,2,-8.15,7.85
4407,5406,15,2,-8.43,7.42
4408,16475,14,3,-9.26,7.44
4409,14706,15,3,-7.79,7.45
4410,15158,15,1,-7.89,7.46
4411,9513,14,3,-9.25,7.46
4412,15708,15,2,-8.58,7.73
4413,4918,15,2,-8.56,7.88
4414,12484,15,2,-9.2,7.37
4415,6972,15,2,-8.09,7.94
4416,14053,14,2,-8.67,7.3
4417,8662,15,1,-9.18,7.52
4418,7393,14,2,-9.2,7.46
4419,6379,14,2,-8.63,7.48
4420,17169,14,1,-9.19,7.61
4421,5289,14,1,-8.33,7.44
4422,5860,15,1,-9.13,7.29
4423,8665,14,2,-7.46,7.7
4424,11890,15,2,-8.31,7.53
4425,18020,15,3,-7.91,7.4
4426,15453,14,2,-8.03,7.78
4427,18599,14,1,-8.41,7.47
4428,10012,15,3,-9.04,7.65
4429,7356,15,1,-8.83,7.36
4430,12540,15,1,-8.65,8.03
4431,10828,15,3,-7.83,7.47
4432,6513,14,2,-8.92,7.6
4433,8246,15,3,-9.44,7.77
4434,14299,14,3,-9.28,7.68
4435,3584,15,2,-9.02,7.32
4436,4778,15,3,-9.66,7.72
4437,9357,14,3,-8.11,7.8
4438,1988,15,1,-8.69,7.44
4439,16688,15,3,-8.94,7.7
4440,17872,15,1,-8.66,8.08
4441,15284,15,1,-8.3,7.68
4442,11721,14,2,-9.27,7.68
4443,210,15,3,-8.22,7.34
4444,5184,15,2,-8.27,7.78
4445,15304,15,3,-8.22,8.23
4446,9614,15,2,-8.72,7.6
4447,4748,15,1,-8.59,7.45
4448,547,14,1,-8.82,7.84
4449,9761,14,3,-8.22,7.72
4450,12822,15,3,-8.42,7.54
4451,1882,15,2,-8.2,7.36
4452,8275,14,3,-8.76,7.8
4453,1717,14,2,-8.27,7.51
4454,12686,15,3,-8.57,7.92
4455,7044,15,2,-8.43,7.24
4456,11808,15,3,-8.59,7.43
4457,4751,14,2,-8.16,7.54
4458,11230,15,3,-8.72,7.3
4459,9429,14,1,-7.55,7.27
4460,6389,14,1,-9.22,7.62
4461,3575,14,1,-8.27,7.38
4462,4597,14,1,-8.59,7.58
4463,6859,14,3,-8.38,7.61
4464,2396,15,3,-9.58,7.9
4465,1298,15,2,-7.96,7.57
4466,16934,15,2,-8.7,7.72
4467,18479,14,1,-7.86,7.19
4468,14485,14,2,-9.06,7.5
4469,6091,14,3,-8.94,7.37
4470,17383,14,1,-8.96,7.39
4471,16292,15,2,-7.54,7.22
4472,9513,14,1,-9.52,7.51
4473,4854,15,1,-8.2,7.43
4474,3720,15,1,-8.42,7.53
4475,16166,15,3,-8.28,7.42
4476,2492,15,1,-8.77,7.32
4477,11066,15,1,-8.66,7.54
4478,17377,14,1,-8.39,7.62
4479,4516,15,3,-8.33,7.41
4480,11745,14,3,-8.89,7.36
4481,8276,15,2,-8.52,7.74
4482,1902,15,1,-8.2,7.71
4483,5772,15,1,-9.28,7.42
4484,15092,15,2,-8.62,7.39
4485,7094,15,3,-8.44,7.43
4486,8307,14,3,-8.12,7.28
4487,9007,14,3,-9.61,7.38
4488,7812,15,1,-8.76,7.86
4489,5958,15,2,-8.31,7.5
4490,10847,14,3,-7.62,7.54
4491,14096,15,2,-9.36,7.61
4492,548,15,2,-8.51,7.85
4493,365,14,1,-8.18,7.91
4494,3716,15,2,-7.77,7.37
4495,16957,14,1,-8.53,7.48
4496,18076,15,2,-8.32,7.94
4497,17008,15,3,-8.15,7.46
4498,5988,15,2,-8.59,7.52
4499,7844,15,1,-8.23,7.61
4500,6745,14,3,-8.22,7.55
4501,7960,15,3,-9.34,7.53
4502,571,14,2,-8.37,7.27
4503,11804,15,2,-8.96,7.59
4504,9219,14,1,-8.2,7.59
4505,3244,15,2,-8.38,7.21
4506,6925,14,1,-9.22,7.59
4507,3843,14,3,-9.02,7.54
4508,8791,14,2,-8.9,7.49
4509,2580,15,1,-8.14,7.59
4510,8022,15,1,-7.85,7.44
4511,8648,15,2,-9.42,7.68
4512,16335,14,1,-8.91,7.78
4513,16254,15,1,-8.55,7.54
4514,11818,15,2,-8.27,7.26
4515,16038,15,1,-9.39,7.45
4516,973,14,1,-7.64,7.65
4517,4213,14,2,-9.12,7.49
4518,4061,14,1,-8.52,7.58
4519,9551,14,2,-8.56,8.15
4520,14138,15,3,-9.27,7.42
4521,12223,14,2,-9.14,7.5
4522,5102,15,1,-8.81,7.51
4523,443,14,2,-9.23,7.46
4524,14300,15,1,-9.13,7.63
4525,5833,14,2,-8.72,7.68
4526,14873,14,3,-8.04,7.44
4527,6092,15,3,-9.23,7.42
4528,701,14,2,-9.14,7.41
4529,7054,15,3,-8.73,7.53
4530,3971,14,2,-8.32,7.5
4531,16263,14,3,-7.89,7.62
4532,15334,15,3,-7.81,7.55
4533,13361,14,1,-8.91,7.63
4534,2071,14,1,-8.27,7.87
4535,5643,14,1,-7.95,7.53
4536,15048,15,3,-8.39,7.42
4537,15693,14,3,-8.31,7.73
4538,13936,15,3,-8.79,7.88
4539,16590,15,2,-9.24,7.5
4540,4426,15,1,-8.31,7.71
4541,69,14,3,-8.75,7.46
4542,6516,15,2,-9.19,7.62
4543,17989,14,2,-8.29,7.38
4544,1707,14,1,-9.0,7.76
4545,17965,14,2,-7.99,7.31
4546,2462,15,1,-8.84,7.63
4547,5087,14,1,-9.55,7.5
4548,9190,15,3,-8.22,7.77
4549,2312,15,2,-9.05,7.63
4550,7355,14,3,-8.8,7.3
4551,6035,14,1,-8.79,7.52
4552,12431,14,2,-8.48,7.44
4553,6682,15,1,-8.59,7.43
4554,10589,14,3,-9.41,7.55
4555,4213,14,3,-9.11,7.52
4556,9085,14,3,-9.11,7.27
4557,5375,14,2,-7.43,7.72
4558,8012,15,2,-8.51,8.07
4559,5290,15,2,-8.4,7.41
4560,6273,14,3,-8.51,7.59
4561,12175,14,1,-8.67,7.14
4562,5661,14,2,-7.76,7.58
4563,9604,15,1,-9.46,7.57
4564,5349,14,2,-8.56,7.75
4565,6342,15,2,-7.95,7.63
4566,3173,14,1,-7.72,7.46
4567,5102,15,3,-8.17,7.45
4568,14728,15,2,-8.41,7.66
4569,7178,15,1,-8.65,7.69
4570,6114,15,1,-8.77,7.91
4571,12438,15,1,-8.52,8.14
4572,6702,15,2,-8.86,7.61
4573,357,14,2,-7.22,7.63
4574,12034,15,2,-8.58,7.34
4575,6310,15,2,-9.05,7.64
4576,5682,15,2,-7.7,7.78
4577,5022,15,1,-7.59,7.86
4578,2554,15,3,-9.21,7.54
4579,1894,15,1,-8.1,7.66
4580,15449,14,2,-9.39,7.64
4581,7476,15,3,-8.92,8.0
4582,11001,14,3,-9.14,7.56
4583,7476,15,2,-8.92,7.87
4584,3128,15,1,-8.68,7.75
4585,9108,15,1,-8.97,7.53
4586,6693,14,2,-8.46,7.66
4587,3697,14,2,-8.68,7.43
4588,7181,14,1,-8.56,7.49
4589,492,15,3,-8.15,7.64
4590,2877,14,1,-7.81,7.54
4591,6004,15,1,-8.13,7.47
4592,7342,15,1,-9.34,7.41
4593,17383,14,3,-8.86,7.39
4594,804,15,2,-8.9,7.38
4595,1302,15,1,-7.68,7.82
4596,4776,15,3,-8.7,7.43
4597,17522,15,1,-9.49,8.06
4598,12664,15,3,-8.37,7.56
4599,5417,14,1,-8.75,7.54
4600,14111,14,2,-8.98,8.01
4601,3385,14,3,-8.94,7.43
4602,12508,15,2,-8.64,7.41
4603,17418,15,2,-8.18,7.55
4604,5590,15,1,-8.06,7.46
4605,3950,15,1,-9.28,7.62
4606,8679,14,3,-9.49,7.23
4607,9756,15,3,-9.23,7.59
4608,5130,15,1,-7.6,7.42
4609,11757,14,1,-8.34,7.41
4610,4516,15,2,-8.43,7.54
4611,7768,15,3,-8.99,7.24
4612,15642,15,3,-8.67,7.51
4613,11093,14,3,-8.68,7.47
4614,2973,14,2,-9.38,7.37
4615,12540,15,3,-8.71,7.9
4616,3847,14,1,-9.02,7.78
4617,12697,14,2,-8.48,7.4
4618,9382,15,2,-9.68,7.51
4619,14294,15,3,-8.54,7.61
4620,18377,14,2,-8.41,7.85
4621,9370,15,3,-9.31,7.86
4622,11203,14,3,-8.81,7.48
4623,13636,15,2,-9.26,7.98
4624,1718,15,1,-8.74,7.86
4625,18488,15,3,-8.69,8.04
4626,16603,14,2,-8.64,7.26
4627,1701,14,1,-8.07,7.44
4628,17300,15,3,-9.3,7.51
4629,6553,14,1,-9.15,7.4
4630,773,14,3,-8.84,7.54
4631,3656,15,1,-8.34,8.01
4632,133,14,3,-9.59,7.54
4633,1104,15,2,-8.31,7.34
4634,16291,14,2,-8.19,7.23
4635,7094,15,2,-8.62,7.42
4636,2869,14,2,-9.05,7.53
4637,12626,15,2,-8.24,7.43
4638,9340,15,1,-8.64,7.8
4639,2391,14,1,-9.0,7.48
4640,6790,15,1,-8.5,7.98
4641,14663,14,3,-8.44,7.5
4642,14724,15,1,-9.04,7.79
4643,7730,15,1,-8.45,7.51
4644,16552,15,3,-8.27,7.54
4645,8613,14,2,-7.59,7.41
4646,13333,14,2,-9.92,7.58
4647,13519,14,2,-8.54,7.47
4648,6971,14,2,-7.85,7.64
4649,16476,15,3,-9.85,7.67
4650,12640,15,2,-9.02,7.42
4651,18544,15,3,-8.86,7.82
4652,12319,14,2,-8.56,7.35
4653,11962,15,1,-8.7,7.63
4654,3968,15,3,-8.39,7.56
4655,10371,14,2,-8.39,7.66
4656,9630,15,3,-9.01,7.26
4657,7002,15,2,-8.06,7.7
4658,11829,14,3,-7.96,7.65
4659,218,15,2,-9.21,7.53
4660,17699,14,1,-8.95,7.32
4661,4133,14,1,-8.76,7.46
4662,4515,14,2,-9.45,7.65
4663,17378,15,1,-9.26,7.87
4664,17380,15,1,-8.96,7.42
4665,13917,14,1,-8.3,7.71
4666,13119,14,3,-9.2,7.68
4667,8946,15,3,-8.66,7.41
4668,9767,14,2,-9.37,7.56
4669,15023,14,1,-8.09,7.64
4670,16293,14,2,-8.56,7.45
4671,8882,15,1,-8.6,7.49
4672,7741,14,3,-7.96,7.4
4673,17117,14,3,-9.1,7.78
4674,16404,15,2,-8.83,7.37
4675,3838,15,1,-8.35,7.79
4676,14746,15,3,-8.54,7.86
4677,5403,14,1,-7.79,7.22
4678,972,15,3,-8.67,7.52
4679,4163,14,3,-8.78,7.45
4680,4947,14,2,-8.04,7.48
4681,12379,14,2,-9.87,7.55
4682,15192,15,1,-7.76,7.49
4683,14152,15,2,-7.86,7.43
4684,13829,14,2,-9.1,7.58
4685,2761,14,3,-8.72,7.81
4686,8711,14,3,-8.99,7.65
4687,5073,14,1,-9.28,7.99
4688,12286,15,1,-8.86,7.4
4689,6341,14,1,-8.72,7.86
4690,4767,14,3,-9.39,7.41
4691,1600,15,2,-7.4,7.22
4692,1776,15,2,-9.25,8.11
4693,14263,14,1,-7.98,7.72
4694,1298,15,3,-8.18,7.72
4695,17682,15,2,-9.28,7.63
4696,10372,15,1,-8.45,7.43
4697,12833,14,1,-8.54,7.53
4698,18029,14,3,-8.48,7.46
4699,15768,15,1,-8.89,7.85
4700,5636,15,1,-9.19,7.57
4701,9290,15,1,-8.95,7.75
4702,9810,15,2,-8.27,7.64
4703,12682,15,3,-8.74,7.58
4704,6319,14,2,-7.71,7.46
4705,3174,15,2,-7.96,7.46
4706,4502,15,1,-8.66,7.74
4707,15321,14,2,-8.07,7.5
4708,16133,14,1,-8.45,7.45
4709,13182,15,3,-7.9,7.52
4710,365,14,2,-8.04,7.83
4711,18656,15,1,-8.96,7.58
4712,7182,15,1,-8.69,7.25
4713,1024,15,3,-8.5,7.45
4714,551,14,3,-8.13,7.54
4715,9913,14,2,-8.85,7.24
4716,15535,14,3,-8.79,7.2
4717,15086,15,1,-8.4,7.52
4718,649,14,3,-8.66,7.41
4719,13669,14,3,-7.9,7.48
4720,10238,15,2,-9.46,7.89
4721,897,14,2,-8.39,7.85
4722,4495,14,3,-9.6,7.56
4723,1350,15,2,-8.39,7.48
4724,10484,15,1,-8.17,7.85
4725,9640,15,1,-8.17,7.54
4726,6060,15,1,-8.55,7.52
4727,1659,14,3,-7.77,7.44
4728,7318,15,1,-8.72,7.43
4729,14874,15,2,-7.69,7.41
4730,13274,15,2,-7.69,7.28
4731,11093,14,1,-8.69,7.5
4732,16324,15,2,-7.84,7.47
4733,18075,14,3,-8.78,7.84
4734,18351,14,3,-9.17,7.54
4735,12315,14,1,-8.88,7.58
4736,11067,14,1,-8.11,7.22
4737,14112,15,3,-8.58,7.98
4738,9630,15,1,-9.16,7.44
4739,10846,15,2,-8.61,7.55
4740,7435,14,3,-8.35,7.41
4741,17860,15,1,-8.74,7.41
4742,495,14,3,-8.37,7.26
4743,13273,14,2,-7.9,7.15
4744,15994,15,2,-7.98,7.27
4745,14695,14,3,-8.49,7.62
4746,3373,14,2,-8.82,7.55
4747,2374,15,2,-8.33,7.37
4748,14865,14,3,-8.32,7.44
4749,18749,14,1,-7.55,7.31
4750,11294,15,3,-9.4,7.26
4751,15424,15,1,-9.45,7.54
4752,14110,15,1,-7.55,7.49
4753,6479,14,3,-8.16,7.32
4754,15191,14,2,-8.09,7.42
4755,246,15,3,-8.84,7.48
4756,6180,15,3,-7.61,7.42
4757,3754,15,3,-8.82,7.77
4758,2256,15,1,-8.72,7.68
4759,12286,15,3,-8.78,7.35
4760,11973,14,3,-9.02,7.53
4761,17616,15,3,-7.96,7.56
4762,6175,14,1,-8.79,7.56
4763,18623,14,3,-8.49,7.48
4764,9043,14,2,-8.14,7.37
4765,11066,15,3,-8.72,7.56
4766,14578,15,3,-8.59,7.39
4767,8991,14,3,-8.82,7.51
4768,5980,15,3,-8.97,7.55
4769,14984,15,1,-7.45,7.8
4770,583,14,3,-8.27,7.59
4771,13273,14,1,-7.85,7.31
4772,12699,14,3,-8.63,7.48
4773,9351,14,3,-9.08,7.48
4774,13451,14,2,-7.67,7.98
4775,1693,14,2,-8.59,7.55
4776,11020,15,2,-9.35,7.81
4777,14760,15,3,-9.36,7.53
4778,7700,15,1,-8.54,7.68
4779,8844,15,2,-8.88,7.72
4780,17806,15,2,-10.33,7.75
4781,2758,15,3,-9.29,7.54
4782,6176,15,1,-9.24,7.7
4783,12504,15,2,-8.64,7.36
4784,10981,14,3,-9.24,7.61
4785,15486,15,2,-8.75,7.49
4786,4799,14,1,-8.67,7.36
4787,9290,15,2,-8.98,7.66
4788,7773,14,3,-8.26,7.17
4789,14969,14,1,-8.82,7.28
4790,15712,15,3,-9.01,7.52
4791,2347,14,3,-9.18,7.66
4792,218,15,1,-9.11,7.47
4793,6076,15,2,-8.05,7.66
4794,7341,14,1,-9.04,7.51
4795,6142,15,2,-9.62,7.6
4796,765,14,2,-8.48,7.38
4797,702,15,2,-9.22,7.51
4798,18824,15,3,-8.86,7.62
4799,14984,15,2,-7.4,7.86
4800,17609,14,2,-8.44,7.34
4801,11649,14,3,-8.19,7.46
4802,13584,15,1,-8.32,7.6
4803,1310,15,1,-8.85,7.48
4804,18546,15,3,-8.84,7.7
4805,15753,14,2,-9.26,7.51
4806,16080,15,1,-7.45,7.43
4807,674,15,1,-9.03,7.68
4808,14125,14,1,-8.25,7.57
4809,15467,14,3,-9.38,7.51
4810,2136,15,2,-7.98,7.43
4811,359,14,2,-7.86,7.56
4812,4587,14,1,-8.21,7.55
4813,6456,15,1,-8.01,7.41
4814,6487,14,3,-8.13,7.56
4815,10420,15,1,-7.68,7.41
4816,7410,15,3,-8.39,7.39
4817,5618,15,2,-8.33,7.53
4818,11117,14,2,-8.73,7.35
4819,2240,15,2,-8.36,7.56
4820,6938,15,2,-8.58,7.83
4821,4067,14,3,-8.33,8.15
4822,9302,15,3,-7.94,7.54
4823,4141,14,2,-8.89,7.54
4824,9619,14,3,-8.47,8.07
4825,10520,15,1,-8.46,7.72
4826,16266,15,2,-8.47,7.64
4827,4680,15,2,-8.88,7.75
4828,12008,15,2,-8.23,7.28
4829,10783,14,3,-9.16,7.49
4830,7804,15,1,-9.56,7.48
4831,6893,14,1,-8.92,7.24
4832,5287,14,3,-9.72,7.39
4833,2256,15,2,-8.24,7.64
4834,8458,15,3,-7.84,7.4
4835,5263,14,1,-8.77,7.9
4836,12755,14,1,-8.51,7.46
4837,5584,15,1,-8.3,7.43
4838,9899,14,1,-8.06,8.29
4839,956,15,2,-8.14,7.54
4840,6023,14,2,-7.98,7.79
4841,14151,14,2,-7.75,7.39
4842,9085,14,2,-9.06,7.32
4843,1776,15,3,-9.25,8.22
4844,10519,14,3,-8.25,7.77
4845,18033,14,3,-8.14,7.57
4846,15364,15,2,-7.51,7.47
4847,4799,14,2,-8.51,7.52
4848,1338,15,3,-8.62,7.76
4849,7043,14,3,-8.33,7.51
4850,1338,15,2,-8.59,7.71
4851,6371,14,3,-7.93,7.5
4852,9013,14,2,-8.47,7.15
4853,11336,15,2,-8.72,7.61
4854,6006,15,2,-7.57,7.32
4855,17990,15,1,-7.9,7.58
4856,8805,14,3,-8.44,7.85
4857,1257,14,1,-8.37,7.68
4858,6426,15,1,-8.79,7.33
4859,14152,15,3,-8.26,7.4
4860,16016,15,3,-9.16,7.51
4861,7485,14,2,-7.83,7.47
4862,9665,14,1,-7.8,7.59
4863,3482,15,3,-7.49,7.26
4864,13437,14,3,-9.56,7.33
4865,14986,15,2,-8.69,7.36
4866,11942,15,1,-8.71,7.51
4867,7419,14,3,-8.37,7.49
4868,18352,15,2,-9.2,7.57
4869,3275,14,2,-8.2,7.6
4870,4080,15,3,-8.11,7.3
4871,3344,15,2,-8.8,7.47
4872,13554,15,3,-9.53,7.45
4873,17144,15,2,-9.33,7.28
4874,12694,15,2,-8.53,7.39
4875,5841,14,2,-8.36,7.57
4876,6175,14,2,-8.82,7.59
4877,14821,14,3,-9.4,7.74
4878,4704,15,2,-9.18,7.36
4879,18366,15,3,-8.38,7.42
4880,16985,14,3,-8.23,7.27
4881,7059,14,3,-8.57,7.65
4882,16574,15,2,-8.44,7.89
4883,4318,15,2,-8.55,7.65
4884,5909,14,3,-8.8,7.17
4885,9935,14,2,-8.63,7.6
4886,4062,15,2,-8.4,7.81
4887,15289,14,3,-9.03,7.62
4888,11511,14,2,-8.47,7.72
4889,1999,14,1,-9.22,7.37
4890,3716,15,1,-8.2,7.38
4891,10660,15,3,-8.26,7.61
4892,10518,15,3,-9.0,7.4
4893,10677,14,3,-8.17,7.25
4894,5161,14,3,-8.87,7.32
4895,18247,14,3,-9.19,7.42
4896,4170,15,2,-8.64,7.28
4897,2345,14,3,-8.42,7.38
4898,18562,15,2,-8.62,7.82
4899,804,15,1,-8.82,7.4
4900,9552,15,1,-8.27,7.67
4901,11196,15,2,-8.46,7.65
4902,342,15,1,-9.76,7.45
4903,16574,15,1,-8.43,7.87
4904,9361,14,2,-9.21,7.91
4905,4853,14,1,-8.43,7.46
4906,4789,14,3,-8.65,7.56
4907,11066,15,2,-9.26,7.64
4908,3899,14,3,-8.69,7.36
4909,16910,15,1,-8.73,7.63
4910,14027,14,2,-8.32,7.4
4911,3655,14,2,-8.05,7.57
4912,7818,15,3,-8.81,7.77
4913,16471,14,3,-8.93,7.49
4914,12585,14,2,-9.4,7.6
4915,11777,14,2,-8.97,7.76
4916,17838,15,2,-8.7,7.93
4917,16447,14,3,-8.23,7.4
4918,14272,15,1,-8.5,7.37
4919,14068,15,2,-8.01,7.52
4920,18077,14,3,-8.04,7.55
4921,14388,15,3,-8.98,7.43
4922,15445,14,3,-8.26,7.54
4923,4142,15,3,-9.43,7.63
4924,13681,14,1,-8.53,7.76
4925,11687,14,3,-9.01,7.73
4926,14805,14,2,-9.12,7.56
4927,4082,15,3,-9.67,7.48
4928,13009,14,3,-9.48,7.33
4929,6547,14,1,-9.0,7.56
4930,8245,14,3,-8.66,7.41
4931,14126,15,1,-8.38,7.84
4932,302,15,3,-8.91,7.54
4933,5903,14,3,-7.4,7.31
4934,6534,15,2,-7.75,7.82
4935,15118,15,3,-8.45,7.48
4936,16177,14,3,-7.56,7.72
4937,11840,15,2,-7.96,7.43
4938,16712,15,1,-8.8,7.73
4939,6458,15,3,-8.39,7.72
4940,10936,15,2,-9.29,7.44
4941,2958,15,3,-7.52,7.35
4942,17699,14,3,-8.85,7.59
4943,2932,15,1,-8.81,7.67
4944,3631,14,2,-7.8,7.55
4945,18698,15,1,-8.56,7.51
4946,14415,14,3,-8.02,7.77
4947,8710,15,1,-9.39,7.47
4948,8805,14,1,-8.41,7.75
4949,13749,14,3,-9.65,7.34
4950,2341,14,3,-7.86,7.45
4951,8897,14,2,-9.47,7.55
4952,12550,15,1,-9.67,7.48
4953,1019,14,2,-9.06,7.37
4954,15992,15,2,-8.5,7.45
4955,5685,14,1,-8.02,7.41
4956,9876,15,2,-8.26,7.69
4957,8990,15,2,-8.35,7.62
4958,12152,15,2,-9.06,7.61
4959,8433,14,1,-7.69,7.21
4960,3909,14,3,-9.2,7.4
4961,2147,14,1,-8.35,7.59
4962,1717,14,3,-8.28,7.54
4963,6235,14,2,-8.29,7.3
4964,251,14,2,-8.68,7.46
4965,8152,15,3,-9.01,7.53
4966,12362,15,2,-8.62,7.45
4967,8178,15,1,-8.65,7.49
4968,635,14,2,-9.53,7.4
4969,15939,14,1,-8.63,7.72
4970,17260,15,3,-7.31,7.74
4971,14873,14,1,-7.67,7.2
4972,5126,15,3,-9.97,7.76
4973,14387,14,1,-9.13,7.51
4974,12576,15,2,-8.35,7.33
4975,3259,14,1,-9.12,7.48
4976,8245,14,2,-8.71,7.45
4977,14866,15,2,-8.13,7.43
4978,626,15,1,-7.63,7.42
4979,7059,14,2,-8.63,7.53
4980,8438,15,1,-8.91,7.53
4981,14506,15,1,-9.5,8.01
4982,18438,15,1,-8.25,7.61
4983,3400,15,2,-7.32,7.45
4984,7369,14,1,-8.99,7.72
4985,18295,14,3,-8.26,7.23
4986,14299,14,1,-9.38,7.56
4987,12617,14,1,-8.93,7.56
4988,10393,14,1,-7.66,7.37
4989,4679,14,1,-9.11,7.35
4990,5624,15,1,-9.0,7.56
4991,16687,14,3,-8.26,7.43
4992,18533,14,2,-7.76,7.52
4993,9429,14,2,-7.46,7.26
4994,5530,15,3,-9.05,7.78
4995,17222,15,3,-9.37,7.58
4996,10248,15,3,-8.74,7.28
4997,16070,15,2,-9.48,7.63
4998,10012,15,1,-9.12,7.77
4999,8613,14,3,-7.9,7.23
5000,7788,15,3,-10.32,7.81
